province_state,country_region,confirmed,deaths,recovered,active,lat,lon,date,new_confirmed,new_recovered,new_deaths,total_infect,deaths_rate,country_pop2018,perc_ctry_cnfrm,perc_ctry_rcvrd,perc_ctry_dead,perc_pop_infect,day_virus
Texas,US,0,0,0,0,31.0879489,-95.1367187,2020-03-24,0,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
South Dakota,US,0,0,0,0,43.34459388,-99.8854891,2020-03-24,0,0,0,31,3.225806451612903,327274411,0.01642047,0.00010633,0.00021572,0.00000947,63
Georgia,US,6,0,0,0,33.03349196,-85.02812115,2020-03-24,6,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Tennessee,US,0,0,0,0,36.390262130000004,-86.16087954,2020-03-24,-6,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Ohio,US,4,0,0,0,41.31735028,-80.76109643,2020-03-24,4,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
West Virginia,US,2,0,0,0,39.11240885,-79.57053576,2020-03-24,-2,0,0,22,0,327274411,0.01642047,0.00010633,0.00021572,0.00000672,63
California,US,17,0,0,0,36.22026558,-118.8020203,2020-03-24,15,0,0,2588,1.9319938176197835,327274411,0.01642047,0.00010633,0.00021572,0.00079077,63
Oklahoma,US,12,1,0,0,36.11939621,-95.94013939,2020-03-24,-5,0,1,109,2.7522935779816518,327274411,0.01642047,0.00010633,0.00021572,0.00003331,63
Mississippi,US,3,0,0,0,34.64967704,-90.37481167,2020-03-24,-9,0,-1,321,0.3115264797507788,327274411,0.01642047,0.00010633,0.00021572,0.00009808,63
California,US,0,0,0,0,38.02644018,-119.95250929999999,2020-03-24,-3,0,0,2588,1.9319938176197835,327274411,0.01642047,0.00010633,0.00021572,0.00079077,63
Georgia,US,1,0,0,0,31.71612656,-83.62069378,2020-03-24,1,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
South Dakota,US,0,0,0,0,43.3109081,-97.14865776,2020-03-24,-1,0,0,31,3.225806451612903,327274411,0.01642047,0.00010633,0.00021572,0.00000947,63
Alabama,US,10,0,0,0,33.28726072,-87.52556818,2020-03-24,10,0,0,242,0,327274411,0.01642047,0.00010633,0.00021572,0.00007394,63
Ohio,US,3,0,0,0,40.44214695,-81.47226262,2020-03-24,-7,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
Michigan,US,1,0,0,0,43.46606813,-83.41897025,2020-03-24,-2,0,0,1817,1.3208585580627408,327274411,0.01642047,0.00010633,0.00021572,0.00055519,63
Georgia,US,1,0,0,0,32.67435595,-83.43078662,2020-03-24,0,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Idaho,US,1,0,0,0,42.35440512,-114.6685381,2020-03-24,0,0,0,81,0,327274411,0.01642047,0.00010633,0.00021572,0.00002475,63
Texas,US,0,0,0,0,30.77031716,-94.37690895,2020-03-24,-1,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
West Virginia,US,0,0,0,0,39.46811972,-80.88772676,2020-03-24,0,0,0,22,0,327274411,0.01642047,0.00010633,0.00021572,0.00000672,63
North Carolina,US,0,0,0,0,35.87147226,-76.17055253,2020-03-24,0,0,0,495,0,327274411,0.01642047,0.00010633,0.00021572,0.00015125,63
Wyoming,US,0,0,0,0,41.2878183,-110.54757820000002,2020-03-24,0,0,0,29,0,327274411,0.01642047,0.00010633,0.00021572,0.00000886,63
Utah,US,0,0,0,0,40.12491499,-109.5174415,2020-03-24,0,0,0,299,0.33444816053511706,327274411,0.01642047,0.00010633,0.00021572,0.00009136,63
New York,US,35,0,0,0,41.89027881,-74.26252104,2020-03-24,35,0,0,25891,0.811092657680275,327274411,0.01642047,0.00010633,0.00021572,0.00791110,63
Oregon,US,2,0,0,0,45.59073056,-118.7353826,2020-03-24,-33,0,0,218,3.669724770642202,327274411,0.01642047,0.00010633,0.00021572,0.00006661,63
Arizona,US,0,2,0,0,0,0,2020-03-24,-2,0,2,331,1.5105740181268883,327274411,0.01642047,0.00010633,0.00021572,0.00010114,63
Arkansas,US,13,1,0,0,0,0,2020-03-24,13,0,-1,221,0.904977375565611,327274411,0.01642047,0.00010633,0.00021572,0.00006753,63
Colorado,US,5,0,0,0,0,0,2020-03-24,-8,0,-1,731,1.094391244870041,327274411,0.01642047,0.00010633,0.00021572,0.00022336,63
Florida,US,0,1,0,0,0,0,2020-03-24,-5,0,1,1430,1.2587412587412588,327274411,0.01642047,0.00010633,0.00021572,0.00043694,63
Georgia,US,81,17,0,0,0,0,2020-03-24,81,0,16,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Hawaii,US,20,0,0,0,0,0,2020-03-24,-61,0,-17,91,1.098901098901099,327274411,0.01642047,0.00010633,0.00021572,0.00002781,63
Illinois,US,0,4,0,0,0,0,2020-03-24,-20,0,4,1553,1.03026400515132,327274411,0.01642047,0.00010633,0.00021572,0.00047453,63
Iowa,US,2,0,0,0,0,0,2020-03-24,2,0,-4,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Kentucky,US,46,0,0,0,0,0,2020-03-24,44,0,0,166,2.4096385542168677,327274411,0.01642047,0.00010633,0.00021572,0.00005072,63
Louisiana,US,12,1,0,0,0,0,2020-03-24,-34,0,1,1434,3.2078103207810322,327274411,0.01642047,0.00010633,0.00021572,0.00043816,63
Massachusetts,US,85,9,0,0,0,0,2020-03-24,73,0,8,1170,0.9401709401709402,327274411,0.01642047,0.00010633,0.00021572,0.00035750,63
Missouri,US,6,0,0,0,0,0,2020-03-24,-79,0,-9,264,2.6515151515151514,327274411,0.01642047,0.00010633,0.00021572,0.00008067,63
Montana,US,6,0,0,0,0,0,2020-03-24,0,0,0,51,0,327274411,0.01642047,0.00010633,0.00021572,0.00001558,63
Nevada,US,15,0,0,0,0,0,2020-03-24,9,0,0,282,1.4184397163120568,327274411,0.01642047,0.00010633,0.00021572,0.00008617,63
New Jersey,US,645,26,0,0,0,0,2020-03-24,630,0,26,3719,1.1831137402527563,327274411,0.01642047,0.00010633,0.00021572,0.00113636,63
New York,US,0,39,0,0,0,0,2020-03-24,-645,0,13,25891,0.811092657680275,327274411,0.01642047,0.00010633,0.00021572,0.00791110,63
Rhode Island,US,23,0,0,0,0,0,2020-03-24,23,0,-39,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Tennessee,US,38,0,0,0,0,0,2020-03-24,15,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Vermont,US,0,2,0,0,0,0,2020-03-24,-38,0,2,102,6.862745098039216,327274411,0.01642047,0.00010633,0.00021572,0.00003117,63
Washington,US,112,0,0,0,0,0,2020-03-24,112,0,-2,2444,4.746317512274959,327274411,0.01642047,0.00010633,0.00021572,0.00074677,63
Wuhan Evacuee,US,4,0,0,0,0,0,2020-03-24,-108,0,0,4,0,327274411,0.01642047,0.00010633,0.00021572,0.00000122,63
Tennessee,US,0,0,0,0,36.10890856,-82.43709629,2020-03-24,-4,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Arkansas,US,1,0,0,0,33.16887091,-92.59746952,2020-03-24,1,0,0,221,0.904977375565611,327274411,0.01642047,0.00010633,0.00021572,0.00006753,63
Florida,US,0,0,0,0,30.04412971,-82.37497443,2020-03-24,-1,0,0,1430,1.2587412587412588,327274411,0.01642047,0.00010633,0.00021572,0.00043694,63
Georgia,US,0,0,0,0,34.82995757,-83.98967069,2020-03-24,0,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Illinois,US,0,0,0,0,37.47119609,-89.25548938,2020-03-24,0,0,0,1553,1.03026400515132,327274411,0.01642047,0.00010633,0.00021572,0.00047453,63
Indiana,US,0,0,0,0,39.62550777,-84.92497066,2020-03-24,0,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Iowa,US,0,0,0,0,41.0277278,-94.24234847,2020-03-24,0,0,0,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Kentucky,US,0,0,0,0,37.66166713,-87.94300009,2020-03-24,0,0,0,166,2.4096385542168677,327274411,0.01642047,0.00010633,0.00021572,0.00005072,63
Louisiana,US,0,0,0,0,32.83121059,-92.3749373,2020-03-24,0,0,0,1434,3.2078103207810322,327274411,0.01642047,0.00010633,0.00021572,0.00043816,63
Mississippi,US,1,0,0,0,34.49162015,-89.00776006,2020-03-24,1,0,0,321,0.3115264797507788,327274411,0.01642047,0.00010633,0.00021572,0.00009808,63
New Jersey,US,246,0,0,0,40.65835409,-74.30680092,2020-03-24,245,0,0,3719,1.1831137402527563,327274411,0.01642047,0.00010633,0.00021572,0.00113636,63
New Mexico,US,0,0,0,0,36.48126404,-103.4709624,2020-03-24,-246,0,0,100,0,327274411,0.01642047,0.00010633,0.00021572,0.00003056,63
North Carolina,US,18,0,0,0,34.98960527,-80.52955873,2020-03-24,18,0,0,495,0,327274411,0.01642047,0.00010633,0.00021572,0.00015125,63
Ohio,US,2,0,0,0,40.30016061,-83.37239023,2020-03-24,-16,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
Oregon,US,1,0,0,0,45.30915495,-118.0068979,2020-03-24,-1,0,0,218,3.669724770642202,327274411,0.01642047,0.00010633,0.00021572,0.00006661,63
Pennsylvania,US,0,0,0,0,40.96188846,-77.05996014,2020-03-24,-1,0,0,954,0.8385744234800839,327274411,0.01642047,0.00010633,0.00021572,0.00029150,63
South Carolina,US,0,0,0,0,34.68835752,-81.61730349,2020-03-24,0,0,0,347,1.440922190201729,327274411,0.01642047,0.00010633,0.00021572,0.00010603,63
South Dakota,US,0,0,0,0,42.83112163,-96.6557828,2020-03-24,0,0,0,31,3.225806451612903,327274411,0.01642047,0.00010633,0.00021572,0.00000947,63
Tennessee,US,0,0,0,0,36.28590426,-83.83651902,2020-03-24,0,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Texas,US,0,0,0,0,32.73706798,-94.93999853,2020-03-24,0,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
West Virginia,US,0,0,0,0,38.892850610000004,-80.23689136,2020-03-24,0,0,0,22,0,327274411,0.01642047,0.00010633,0.00021572,0.00000672,63
Georgia,US,0,0,0,0,32.87920671,-84.30024826,2020-03-24,0,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Texas,US,0,0,0,0,31.36868194,-102.0423217,2020-03-24,0,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Utah,US,13,0,0,0,40.116672200000004,-111.66576620000001,2020-03-24,13,0,0,299,0.33444816053511706,327274411,0.01642047,0.00010633,0.00021572,0.00009136,63
Texas,US,0,0,0,0,29.35739637,-99.76229172,2020-03-24,-13,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Texas,US,0,0,0,0,29.89149232,-101.1525205,2020-03-24,0,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Alaska,US,0,0,0,0,61.47502768,-144.7126799,2020-03-24,0,0,0,34,0,327274411,0.01642047,0.00010633,0.00021572,0.00001039,63
New Mexico,US,0,0,0,0,34.71669834,-106.8103733,2020-03-24,0,0,0,100,0,327274411,0.01642047,0.00010633,0.00021572,0.00003056,63
Idaho,US,1,0,0,0,44.76728382,-115.5676773,2020-03-24,1,0,0,81,0,327274411,0.01642047,0.00010633,0.00021572,0.00002475,63
Montana,US,0,0,0,0,48.36435097,-106.6669635,2020-03-24,-1,0,0,51,0,327274411,0.01642047,0.00010633,0.00021572,0.00001558,63
Nebraska,US,0,0,0,0,41.56730777,-98.98197724,2020-03-24,0,0,0,66,0,327274411,0.01642047,0.00010633,0.00021572,0.00002017,63
Arkansas,US,5,0,0,0,35.58095779,-92.51295036,2020-03-24,5,0,0,221,0.904977375565611,327274411,0.01642047,0.00010633,0.00021572,0.00006753,63
Iowa,US,0,0,0,0,40.75326764,-91.95017958,2020-03-24,-5,0,0,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Michigan,US,0,0,0,0,42.25190229,-86.01939087,2020-03-24,0,0,0,1817,1.3208585580627408,327274411,0.01642047,0.00010633,0.00021572,0.00055519,63
Tennessee,US,0,0,0,0,35.69864497,-85.45221699,2020-03-24,0,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Ohio,US,0,0,0,0,40.8554138,-84.59111700000003,2020-03-24,0,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
Texas,US,1,0,0,0,32.56483801,-95.83766469,2020-03-24,1,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
North Carolina,US,1,0,0,0,36.36880673,-78.40670845,2020-03-24,0,0,0,495,0,327274411,0.01642047,0.00010633,0.00021572,0.00015125,63
Indiana,US,1,0,0,0,38.02658833,-87.58763124,2020-03-24,0,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Pennsylvania,US,0,0,0,0,41.40323442,-79.75845449,2020-03-24,-1,0,0,954,0.8385744234800839,327274411,0.01642047,0.00010633,0.00021572,0.00029150,63
California,US,35,1,0,0,34.44465746,-119.09106129999999,2020-03-24,35,0,1,2588,1.9319938176197835,327274411,0.01642047,0.00010633,0.00021572,0.00079077,63
Illinois,US,0,0,0,0,40.18417171,-87.73384359,2020-03-24,-35,0,-1,1553,1.03026400515132,327274411,0.01642047,0.00010633,0.00021572,0.00047453,63
Louisiana,US,0,0,0,0,29.83517605,-92.30292538,2020-03-24,0,0,0,1434,3.2078103207810322,327274411,0.01642047,0.00010633,0.00021572,0.00043816,63
Indiana,US,0,0,0,0,39.8523352,-87.46160542,2020-03-24,0,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Louisiana,US,2,0,0,0,31.10884837,-93.18153838,2020-03-24,2,0,0,1434,3.2078103207810322,327274411,0.01642047,0.00010633,0.00021572,0.00043816,63
Missouri,US,0,0,0,0,37.8457799,-94.34127305,2020-03-24,-2,0,0,264,2.6515151515151514,327274411,0.01642047,0.00010633,0.00021572,0.00008067,63
Wisconsin,US,0,0,0,0,43.59422667,-90.8324691,2020-03-24,0,0,0,486,1.02880658436214,327274411,0.01642047,0.00010633,0.00021572,0.00014850,63
Texas,US,3,0,0,0,28.79780988,-96.96813006,2020-03-24,3,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Indiana,US,3,0,0,0,39.42944561,-87.39169027,2020-03-24,0,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Wisconsin,US,0,0,0,0,46.05467334,-89.51719204,2020-03-24,-3,0,0,486,1.02880658436214,327274411,0.01642047,0.00010633,0.00021572,0.00014850,63
Ohio,US,0,0,0,0,39.25208988,-82.4831444,2020-03-24,0,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
Virginia,US,17,1,0,0,36.73285734,-76.04566934,2020-03-24,17,0,1,302,2.980132450331126,327274411,0.01642047,0.00010633,0.00021572,0.00009228,63
Florida,US,18,0,0,0,29.05858895,-81.18263252,2020-03-24,1,0,-1,1430,1.2587412587412588,327274411,0.01642047,0.00010633,0.00021572,0.00043694,63
Illinois,US,0,0,0,0,38.44272901,-87.84922065,2020-03-24,-18,0,0,1553,1.03026400515132,327274411,0.01642047,0.00010633,0.00021572,0.00047453,63
Indiana,US,0,0,0,0,40.84704239,-85.79328272,2020-03-24,0,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Minnesota,US,1,0,0,0,44.28424356,-92.23121312,2020-03-24,1,0,0,262,0.38167938931297707,327274411,0.01642047,0.00010633,0.00021572,0.00008006,63
Kansas,US,0,0,0,0,38.95471985,-96.20350509,2020-03-24,-1,0,0,102,1.9607843137254901,327274411,0.01642047,0.00010633,0.00021572,0.00003117,63
Minnesota,US,0,0,0,0,46.58589171,-94.96968506,2020-03-24,0,0,0,262,0.38167938931297707,327274411,0.01642047,0.00010633,0.00021572,0.00008006,63
Oklahoma,US,0,0,0,0,35.96024096,-95.51911308,2020-03-24,0,0,0,109,2.7522935779816518,327274411,0.01642047,0.00010633,0.00021572,0.00003331,63
Washington,US,0,0,0,0,46.29180039999999,-123.4250831,2020-03-24,0,0,0,2444,4.746317512274959,327274411,0.01642047,0.00010633,0.00021572,0.00074677,63
North Carolina,US,66,0,0,0,35.78879266,-78.65249174,2020-03-24,66,0,0,495,0,327274411,0.01642047,0.00010633,0.00021572,0.00015125,63
Florida,US,0,0,0,0,30.16548905,-84.39895211,2020-03-24,-66,0,0,1430,1.2587412587412588,327274411,0.01642047,0.00010633,0.00021572,0.00043694,63
Maine,US,1,0,0,0,44.4858305,-69.12061935,2020-03-24,1,0,0,118,0,327274411,0.01642047,0.00010633,0.00021572,0.00003606,63
Alabama,US,5,0,0,0,33.80270512,-87.30027177,2020-03-24,4,0,0,242,0,327274411,0.01642047,0.00010633,0.00021572,0.00007394,63
Georgia,US,0,0,0,0,34.73376362,-85.30165174,2020-03-24,-5,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Texas,US,1,0,0,0,30.73872995,-95.57440968,2020-03-24,1,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Washington,US,1,0,0,0,46.23040051,-118.4775539,2020-03-24,0,0,0,2444,4.746317512274959,327274411,0.01642047,0.00010633,0.00021572,0.00074677,63
Kansas,US,0,0,0,0,38.91686134,-101.76388759999999,2020-03-24,-1,0,0,102,1.9607843137254901,327274411,0.01642047,0.00010633,0.00021572,0.00003117,63
Texas,US,1,0,0,0,30.01058447,-95.99011759,2020-03-24,1,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Oregon,US,0,0,0,0,45.57894064,-117.18353799999998,2020-03-24,-1,0,0,218,3.669724770642202,327274411,0.01642047,0.00010633,0.00021572,0.00006661,63
North Dakota,US,1,0,0,0,48.36876964,-97.72574783,2020-03-24,1,0,0,36,0,327274411,0.01642047,0.00010633,0.00021572,0.00001100,63
Mississippi,US,2,0,0,0,31.14971548,-90.10446654,2020-03-24,1,0,0,321,0.3115264797507788,327274411,0.01642047,0.00010633,0.00021572,0.00009808,63
Florida,US,10,0,0,0,30.64204028,-86.16935664,2020-03-24,8,0,0,1430,1.2587412587412588,327274411,0.01642047,0.00010633,0.00021572,0.00043694,63
Georgia,US,1,0,0,0,33.78017694,-83.73552314,2020-03-24,-9,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
South Dakota,US,0,0,0,0,45.43019636,-100.03075140000001,2020-03-24,-1,0,0,31,3.225806451612903,327274411,0.01642047,0.00010633,0.00021572,0.00000947,63
Wisconsin,US,4,0,0,0,42.66858202,-88.54163073,2020-03-24,4,0,0,486,1.02880658436214,327274411,0.01642047,0.00010633,0.00021572,0.00014850,63
Iowa,US,1,0,0,0,41.03064984,-92.40954728,2020-03-24,-3,0,0,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
North Dakota,US,3,0,0,0,48.22390169,-101.54367629999999,2020-03-24,2,0,0,36,0,327274411,0.01642047,0.00010633,0.00021572,0.00001100,63
Texas,US,0,0,0,0,31.50999644,-103.09279090000001,2020-03-24,-3,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
Georgia,US,0,0,0,0,31.05449097,-82.42224148,2020-03-24,0,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Georgia,US,0,0,0,0,33.41146451,-82.67795848,2020-03-24,0,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Illinois,US,0,0,0,0,40.84925021,-90.6147432,2020-03-24,0,0,0,1553,1.03026400515132,327274411,0.01642047,0.00010633,0.00021572,0.00047453,63
Indiana,US,0,0,0,0,40.34728141,-87.35602659,2020-03-24,0,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Iowa,US,1,0,0,0,41.33559454,-93.56007641,2020-03-24,1,0,0,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Kentucky,US,4,0,0,0,36.99903045,-86.42672751,2020-03-24,3,0,0,166,2.4096385542168677,327274411,0.01642047,0.00010633,0.00021572,0.00005072,63
Mississippi,US,0,0,0,0,32.35810271,-90.83352619,2020-03-24,-4,0,0,321,0.3115264797507788,327274411,0.01642047,0.00010633,0.00021572,0.00009808,63
Missouri,US,0,0,0,0,38.76529479,-91.16124662,2020-03-24,0,0,0,264,2.6515151515151514,327274411,0.01642047,0.00010633,0.00021572,0.00008067,63
New Jersey,US,15,0,0,0,40.85951833,-74.99556527,2020-03-24,15,0,0,3719,1.1831137402527563,327274411,0.01642047,0.00010633,0.00021572,0.00113636,63
New York,US,2,0,0,0,43.56173026,-73.8433699,2020-03-24,-13,0,0,25891,0.811092657680275,327274411,0.01642047,0.00010633,0.00021572,0.00791110,63
North Carolina,US,0,0,0,0,36.39728256,-78.10652228,2020-03-24,-2,0,0,495,0,327274411,0.01642047,0.00010633,0.00021572,0.00015125,63
Ohio,US,7,0,0,0,39.42581994,-84.16557457,2020-03-24,7,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
Pennsylvania,US,0,0,0,0,41.81304978,-79.26969577,2020-03-24,-7,0,0,954,0.8385744234800839,327274411,0.01642047,0.00010633,0.00021572,0.00029150,63
Tennessee,US,0,0,0,0,35.672829899999996,-85.77969117,2020-03-24,0,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Virginia,US,0,0,0,0,38.90847745,-78.20280433,2020-03-24,0,0,0,302,2.980132450331126,327274411,0.01642047,0.00010633,0.00021572,0.00009228,63
Indiana,US,1,0,0,0,38.08922676,-87.2716085,2020-03-24,1,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Utah,US,15,0,0,0,40.33110236,-111.1691419,2020-03-24,14,0,0,299,0.33444816053511706,327274411,0.01642047,0.00010633,0.00021572,0.00009136,63
Oregon,US,0,0,0,0,45.16292781,-121.16709540000001,2020-03-24,-15,0,0,218,3.669724770642202,327274411,0.01642047,0.00010633,0.00021572,0.00006661,63
Minnesota,US,1,0,0,0,44.02211116,-93.58720034,2020-03-24,1,0,0,262,0.38167938931297707,327274411,0.01642047,0.00010633,0.00021572,0.00008006,63
Wyoming,US,0,0,0,0,43.90451606,-107.68018700000002,2020-03-24,-1,0,0,29,0,327274411,0.01642047,0.00010633,0.00021572,0.00000886,63
Wisconsin,US,0,0,0,0,45.89838588,-91.79050449,2020-03-24,0,0,0,486,1.02880658436214,327274411,0.01642047,0.00010633,0.00021572,0.00014850,63
Alabama,US,1,0,0,0,31.4092794,-88.20689944,2020-03-24,1,0,0,242,0,327274411,0.01642047,0.00010633,0.00021572,0.00007394,63
Arkansas,US,5,0,0,0,35.976844,-94.21800746,2020-03-24,4,0,0,221,0.904977375565611,327274411,0.01642047,0.00010633,0.00021572,0.00006753,63
Colorado,US,0,0,0,0,39.97015535,-103.202587,2020-03-24,-5,0,0,731,1.094391244870041,327274411,0.01642047,0.00010633,0.00021572,0.00022336,63
Florida,US,0,0,0,0,30.61359259,-85.66002461,2020-03-24,0,0,0,1430,1.2587412587412588,327274411,0.01642047,0.00010633,0.00021572,0.00043694,63
Georgia,US,1,0,0,0,32.96711864,-82.79357039,2020-03-24,1,0,0,1058,3.0245746691871456,327274411,0.01642047,0.00010633,0.00021572,0.00032328,63
Idaho,US,0,0,0,0,44.45275475,-116.78476880000001,2020-03-24,-1,0,0,81,0,327274411,0.01642047,0.00010633,0.00021572,0.00002475,63
Illinois,US,1,0,0,0,38.35309213,-89.40982703,2020-03-24,1,0,0,1553,1.03026400515132,327274411,0.01642047,0.00010633,0.00021572,0.00047453,63
Indiana,US,2,0,0,0,38.60219804,-86.1049363,2020-03-24,1,0,0,380,3.1578947368421053,327274411,0.01642047,0.00010633,0.00021572,0.00011611,63
Iowa,US,4,0,0,0,41.33577126,-91.71725711,2020-03-24,2,0,0,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Kansas,US,0,0,0,0,39.78420784,-97.08753229999999,2020-03-24,-4,0,0,102,1.9607843137254901,327274411,0.01642047,0.00010633,0.00021572,0.00003117,63
Kentucky,US,0,0,0,0,37.75599461,-85.17407732,2020-03-24,0,0,0,166,2.4096385542168677,327274411,0.01642047,0.00010633,0.00021572,0.00005072,63
Louisiana,US,3,1,0,0,30.85288548,-90.03866652,2020-03-24,3,0,1,1434,3.2078103207810322,327274411,0.01642047,0.00010633,0.00021572,0.00043816,63
Maine,US,0,0,0,0,45.01607142,-67.62813524,2020-03-24,-3,0,-1,118,0,327274411,0.01642047,0.00010633,0.00021572,0.00003606,63
Maryland,US,2,0,0,0,39.60835778,-77.82002295,2020-03-24,2,0,0,353,1.13314447592068,327274411,0.01642047,0.00010633,0.00021572,0.00010786,63
Minnesota,US,10,0,0,0,45.03864533,-92.88429635,2020-03-24,8,0,0,262,0.38167938931297707,327274411,0.01642047,0.00010633,0.00021572,0.00008006,63
Mississippi,US,5,0,0,0,33.28392041,-90.94196237,2020-03-24,-5,0,0,321,0.3115264797507788,327274411,0.01642047,0.00010633,0.00021572,0.00009808,63
Missouri,US,0,0,0,0,37.96130078,-90.87948158,2020-03-24,-5,0,0,264,2.6515151515151514,327274411,0.01642047,0.00010633,0.00021572,0.00008067,63
Nebraska,US,3,0,0,0,41.52815707,-96.22019892,2020-03-24,3,0,0,66,0,327274411,0.01642047,0.00010633,0.00021572,0.00002017,63
New York,US,3,0,0,0,43.31153794,-73.43043448,2020-03-24,0,0,0,25891,0.811092657680275,327274411,0.01642047,0.00010633,0.00021572,0.00791110,63
North Carolina,US,0,0,0,0,35.83810081,-76.57299037,2020-03-24,-3,0,0,495,0,327274411,0.01642047,0.00010633,0.00021572,0.00015125,63
Ohio,US,1,0,0,0,39.45690571,-81.49121382,2020-03-24,1,0,0,575,1.391304347826087,327274411,0.01642047,0.00010633,0.00021572,0.00017569,63
Oklahoma,US,2,0,0,0,36.71380786,-95.90514104,2020-03-24,1,0,0,109,2.7522935779816518,327274411,0.01642047,0.00010633,0.00021572,0.00003331,63
Oregon,US,76,2,0,0,45.55972701,-123.0955257,2020-03-24,74,0,2,218,3.669724770642202,327274411,0.01642047,0.00010633,0.00021572,0.00006661,63
Pennsylvania,US,9,0,0,0,40.19208869,-80.24582867,2020-03-24,-67,0,-2,954,0.8385744234800839,327274411,0.01642047,0.00010633,0.00021572,0.00029150,63
Rhode Island,US,9,0,0,0,41.45961631,-71.61435303,2020-03-24,0,0,0,124,0,327274411,0.01642047,0.00010633,0.00021572,0.00003789,63
Tennessee,US,7,0,0,0,36.29472368,-82.49454720000001,2020-03-24,-2,0,0,774,0.2583979328165375,327274411,0.01642047,0.00010633,0.00021572,0.00023650,63
Texas,US,0,0,0,0,30.21498498,-96.40946246,2020-03-24,-7,0,0,967,1.2409513960703205,327274411,0.01642047,0.00010633,0.00021572,0.00029547,63
