province_state,country_region,confirmed,deaths,recovered,active,lat,lon,date,new_confirmed,new_recovered,new_deaths,total_infect,deaths_rate,country_pop2018,perc_ctry_cnfrm,perc_ctry_rcvrd,perc_ctry_dead,perc_pop_infect,day_virus
Ningxia,China,26,0,0,0,37.2692,106.1655,2020-02-01,-3,-2,0,26,0,1400812636,0.00084744,0.00001963,0.00001849,0.00000186,11
Inner Mongolia,China,23,0,1,0,44.0935,113.9448,2020-02-01,-3,1,0,24,0,1400812636,0.00084744,0.00001963,0.00001849,0.00000171,11
NA,Japan,20,0,1,0,36,138,2020-02-01,-3,0,0,21,0,126529100,0.00001581,0.00000079,0,0.0000166,11
NA,Thailand,19,0,5,0,15,101,2020-02-01,-1,4,0,24,0,69428524,0.00002737,0.0000072,0,0.00003457,11
Xinjiang,China,18,0,0,0,41.1129,85.2401,2020-02-01,-1,-5,0,18,0,1400812636,0.00084744,0.00001963,0.00001849,0.00000128,11
Jilin,China,17,0,1,0,43.6661,126.1923,2020-02-01,-1,1,0,18,0,1400812636,0.00084744,0.00001963,0.00001849,0.00000128,11
NA,Singapore,16,0,0,0,1.2833,103.8333,2020-02-01,-1,-1,0,16,0,5638676,0.00028375,0,0,0.00028375,10
NA,Korea,12,0,0,0,36,128,2020-02-01,-1,0,0,12,0,77185075,0.00001555,0,0,0.00001555,11
Qinghai,China,9,0,0,0,35.7452,95.9956,2020-02-01,-1,0,0,9,0,1400812636,0.00084744,0.00001963,0.00001849,0.00000064,11
NA,Malaysia,8,0,0,0,2.5,112.5,2020-02-01,-1,0,0,8,0,31528585,0.00002537,0,0,0.00002537,9
NA,Germany,8,0,0,0,51,9,2020-02-01,0,0,0,8,0,82927922,0.00000965,0,0,0.00000965,5
NA,France,6,0,0,0,47,2,2020-02-01,-1,0,0,6,0,66987244,0.00000896,0,0,0.00000896,9
NA,Vietnam,6,0,1,0,16,108,2020-02-01,0,1,0,7,0,95540395,0.00000628,0.00000105,0,0.00000733,10
New South Wales,Australia,4,0,2,0,-33.8688,151.2093,2020-02-01,-2,1,0,6,0,24992369,0.00004801,0.000008,0,0.00002401,9
Victoria,Australia,4,0,0,0,-37.8136,144.9631,2020-02-01,0,-2,0,4,0,24992369,0.00004801,0.000008,0,0.00001600,9
NA,United Arab Emirates,4,0,0,0,24,54,2020-02-01,0,0,0,4,0,9630959,0.00004153,0,0,0.00004153,4
Queensland,Australia,3,0,0,0,-28.0167,153.4,2020-02-01,-1,0,0,3,0,24992369,0.00004801,0.000008,0,0.00001200,9
Ontario,Canada,3,0,0,0,51.2538,-85.3232,2020-02-01,0,0,0,3,0,37058856,0.00001079,0,0,0.0000081,7
NA,Italy,2,0,0,0,43,12,2020-02-01,-1,0,0,2,0,60431283,0.00000331,0,0,0.00000331,2
NA,United Kingdom,2,0,0,0,55,-3,2020-02-01,0,0,0,2,0,66488991,0.00000301,0,0,0.00000301,2
"Chicago, IL",US,2,0,0,0,41.8781,-87.6298,2020-02-01,0,0,0,2,0,327274411,0.00000244,0,0,0.00000061,11
South Australia,Australia,1,0,0,0,-34.9285,138.6007,2020-02-01,-1,0,0,1,0,24992369,0.00004801,0.000008,0,0.00000400,9
NA,Cambodia,1,0,0,0,11.55,104.9167,2020-02-01,0,0,0,1,0,16249798,0.00000615,0,0,0.00000615,6
British Columbia,Canada,1,0,0,0,49.2827,-123.1207,2020-02-01,0,0,0,1,0,37058856,0.00001079,0,0,0.0000027,7
NA,Finland,1,0,0,0,64,26,2020-02-01,0,0,0,1,0,5518050,0.00001812,0,0,0.00001812,4
NA,India,1,0,0,0,21,78,2020-02-01,0,0,0,1,0,1352617328,0.00000007,0,0,0.00000007,3
Tibet,China,1,0,0,0,31.6927,88.0924,2020-02-01,0,0,0,1,0,1400812636,0.00084744,0.00001963,0.00001849,0.00000007,11
NA,Nepal,1,0,0,0,28.1667,84.25,2020-02-01,0,0,0,1,0,28087871,0.00000356,0,0,0.00000356,8
NA,Philippines,1,0,0,0,13,122,2020-02-01,0,0,0,1,0,106651922,0.00000094,0,0,0.00000094,4
NA,Spain,1,0,0,0,40,-4,2020-02-01,0,0,0,1,0,46723749,0.00000214,0,0,0.00000214,1
NA,Sri Lanka,1,0,0,0,7,81,2020-02-01,0,0,0,1,0,21670000,0.00000461,0,0,0.00000461,6
NA,Sweden,1,0,0,0,63,16,2020-02-01,0,0,0,1,0,10183175,0.00000982,0,0,0.00000982,2
"Boston, MA",US,1,0,0,0,42.3601,-71.0589,2020-02-01,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,11
"Los Angeles, CA",US,1,0,0,0,34.0522,-118.2437,2020-02-01,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,11
"Orange, CA",US,1,0,0,0,33.7879,-117.8531,2020-02-01,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,11
"Santa Clara, CA",US,1,0,0,0,37.3541,-121.9552,2020-02-01,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,11
"Seattle, WA",US,1,0,0,0,47.6062,-122.3321,2020-02-01,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,11
"Tempe, AZ",US,1,0,0,0,33.4255,-111.94,2020-02-01,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,11
Hubei,China,11177,350,295,0,30.9756,112.2707,2020-02-02,11176,295,350,11822,2.9605819658264254,1400812636,0.00118553,0.00003305,0.00002577,0.00084394,12
Zhejiang,China,661,0,32,0,29.1832,120.0934,2020-02-02,-10516,-263,-350,693,0,1400812636,0.00118553,0.00003305,0.00002577,0.00004947,12
Guangdong,China,632,0,15,0,23.3417,113.4244,2020-02-02,-29,-17,0,647,0,1400812636,0.00118553,0.00003305,0.00002577,0.00004619,12
Henan,China,493,2,10,0,33.882,113.614,2020-02-02,-139,-5,2,505,0.39603960396039606,1400812636,0.00118553,0.00003305,0.00002577,0.00003605,12
Hunan,China,463,0,16,0,27.6104,111.7088,2020-02-02,-30,6,-2,479,0,1400812636,0.00118553,0.00003305,0.00002577,0.00003419,12
Anhui,China,340,0,7,0,31.8257,117.2264,2020-02-02,-123,-9,0,347,0,1400812636,0.00118553,0.00003305,0.00002577,0.00002477,12
Jiangxi,China,333,0,12,0,27.614,115.7221,2020-02-02,-7,5,0,345,0,1400812636,0.00118553,0.00003305,0.00002577,0.00002463,12
Chongqing,China,300,2,7,0,30.0572,107.874,2020-02-02,-33,-5,2,309,0.6472491909385114,1400812636,0.00118553,0.00003305,0.00002577,0.00002206,12
Jiangsu,China,236,0,7,0,32.9711,119.455,2020-02-02,-64,0,-2,243,0,1400812636,0.00118553,0.00003305,0.00002577,0.00001735,12
Sichuan,China,231,1,11,0,30.6171,102.7103,2020-02-02,-5,4,1,243,0.411522633744856,1400812636,0.00118553,0.00003305,0.00002577,0.00001735,12
Shandong,China,230,0,6,0,36.3427,118.1498,2020-02-02,-1,-5,-1,236,0,1400812636,0.00118553,0.00003305,0.00002577,0.00001685,12
Beijing,China,191,1,9,0,40.1824,116.4142,2020-02-02,-39,3,1,201,0.4975124378109453,1400812636,0.00118553,0.00003305,0.00002577,0.00001435,12
Shanghai,China,182,1,10,0,31.202,121.4491,2020-02-02,-9,1,0,193,0.5181347150259068,1400812636,0.00118553,0.00003305,0.00002577,0.00001378,12
Fujian,China,159,0,0,0,26.0789,117.9874,2020-02-02,-23,-10,-1,159,0,1400812636,0.00118553,0.00003305,0.00002577,0.00001135,12
Shaanxi,China,116,0,0,0,35.1917,108.8701,2020-02-02,-43,0,0,116,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000828,12
Guangxi,China,111,0,2,0,23.8298,108.7881,2020-02-02,-5,2,0,113,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000807,12
Yunnan,China,105,0,3,0,24.974,101.487,2020-02-02,-6,1,0,108,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000771,12
Hebei,China,104,1,3,0,38.0428,114.5149,2020-02-02,-1,0,1,108,0.9259259259259258,1400812636,0.00118553,0.00003305,0.00002577,0.00000771,12
Heilongjiang,China,95,2,2,0,47.862,127.7615,2020-02-02,-9,-1,1,99,2.0202020202020203,1400812636,0.00118553,0.00003305,0.00002577,0.00000707,12
Liaoning,China,70,0,1,0,41.2956,122.6085,2020-02-02,-25,-1,-2,71,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000507,12
Shanxi,China,66,0,3,0,37.5777,112.2922,2020-02-02,-4,2,0,69,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000493,12
Hainan,China,64,1,4,0,19.1959,109.7453,2020-02-02,-2,1,1,69,1.4492753623188406,1400812636,0.00118553,0.00003305,0.00002577,0.00000493,12
Gansu,China,51,0,3,0,36.0611,103.8343,2020-02-02,-13,-1,-1,54,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000385,12
Tianjin,China,48,0,1,0,39.3054,117.323,2020-02-02,-3,-2,0,49,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000350,12
Guizhou,China,38,0,2,0,26.8154,106.8748,2020-02-02,-10,1,0,40,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000286,12
Ningxia,China,28,0,0,0,37.2692,106.1655,2020-02-02,-10,-2,0,28,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000200,12
Inner Mongolia,China,27,0,1,0,44.0935,113.9448,2020-02-02,-1,1,0,28,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000200,12
Jilin,China,23,0,1,0,43.6661,126.1923,2020-02-02,-4,0,0,24,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000171,12
Xinjiang,China,21,0,0,0,41.1129,85.2401,2020-02-02,-2,-1,0,21,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000150,12
NA,Japan,20,0,1,0,36,138,2020-02-02,-1,1,0,21,0,126529100,0.00001581,0.00000079,0,0.0000166,12
NA,Thailand,19,0,5,0,15,101,2020-02-02,-1,4,0,24,0,69428524,0.00002737,0.0000072,0,0.00003457,12
NA,Singapore,18,0,0,0,1.2833,103.8333,2020-02-02,-1,-5,0,18,0,5638676,0.00031922,0,0,0.00031922,11
NA,Korea,15,0,0,0,36,128,2020-02-02,0,0,0,15,0,77185075,0.00001943,0,0,0.00001943,12
Qinghai,China,11,0,0,0,35.7452,95.9956,2020-02-02,-4,0,0,11,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000079,12
NA,Germany,10,0,0,0,51,9,2020-02-02,-1,0,0,10,0,82927922,0.00001206,0,0,0.00001206,6
NA,Malaysia,8,0,0,0,2.5,112.5,2020-02-02,0,0,0,8,0,31528585,0.00002537,0,0,0.00002537,10
NA,France,6,0,0,0,47,2,2020-02-02,-2,0,0,6,0,66987244,0.00000896,0,0,0.00000896,10
NA,Vietnam,6,0,1,0,16,108,2020-02-02,0,1,0,7,0,95540395,0.00000628,0.00000105,0,0.00000733,11
NA,United Arab Emirates,5,0,0,0,24,54,2020-02-02,-1,-1,0,5,0,9630959,0.00005192,0,0,0.00005192,5
New South Wales,Australia,4,0,2,0,-33.8688,151.2093,2020-02-02,-1,2,0,6,0,24992369,0.00004801,0.000008,0,0.00002401,10
Victoria,Australia,4,0,0,0,-37.8136,144.9631,2020-02-02,0,-2,0,4,0,24992369,0.00004801,0.000008,0,0.00001600,10
Ontario,Canada,3,0,0,0,51.2538,-85.3232,2020-02-02,-1,0,0,3,0,37058856,0.00001079,0,0,0.0000081,8
Queensland,Australia,2,0,0,0,-28.0167,153.4,2020-02-02,-1,0,0,2,0,24992369,0.00004801,0.000008,0,0.00000800,10
South Australia,Australia,2,0,0,0,-34.9285,138.6007,2020-02-02,0,0,0,2,0,24992369,0.00004801,0.000008,0,0.00000800,10
NA,India,2,0,0,0,21,78,2020-02-02,0,0,0,2,0,1352617328,0.00000015,0,0,0.00000015,4
NA,Italy,2,0,0,0,43,12,2020-02-02,0,0,0,2,0,60431283,0.00000331,0,0,0.00000331,3
NA,Philippines,2,1,0,0,13,122,2020-02-02,0,0,1,3,33.33333333333333,106651922,0.00000188,0,0.00000094,0.00000281,5
NA,United Kingdom,2,0,0,0,55,-3,2020-02-02,0,0,0,2,0,66488991,0.00000301,0,0,0.00000301,3
"Chicago, IL",US,2,0,0,0,41.8781,-87.6298,2020-02-02,0,0,0,2,0,327274411,0.00000244,0,0,0.00000061,12
NA,Cambodia,1,0,0,0,11.55,104.9167,2020-02-02,-1,0,0,1,0,16249798,0.00000615,0,0,0.00000615,7
British Columbia,Canada,1,0,0,0,49.2827,-123.1207,2020-02-02,0,0,0,1,0,37058856,0.00001079,0,0,0.0000027,8
NA,Finland,1,0,0,0,64,26,2020-02-02,0,0,0,1,0,5518050,0.00001812,0,0,0.00001812,5
Tibet,China,1,0,0,0,31.6927,88.0924,2020-02-02,0,0,0,1,0,1400812636,0.00118553,0.00003305,0.00002577,0.00000007,12
NA,Nepal,1,0,0,0,28.1667,84.25,2020-02-02,0,0,0,1,0,28087871,0.00000356,0,0,0.00000356,9
NA,Spain,1,0,0,0,40,-4,2020-02-02,0,0,0,1,0,46723749,0.00000214,0,0,0.00000214,2
NA,Sri Lanka,1,0,0,0,7,81,2020-02-02,0,0,0,1,0,21670000,0.00000461,0,0,0.00000461,7
NA,Sweden,1,0,0,0,63,16,2020-02-02,0,0,0,1,0,10183175,0.00000982,0,0,0.00000982,3
"Boston, MA",US,1,0,0,0,42.3601,-71.0589,2020-02-02,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,12
"Los Angeles, CA",US,1,0,0,0,34.0522,-118.2437,2020-02-02,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,12
"Orange, CA",US,1,0,0,0,33.7879,-117.8531,2020-02-02,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,12
"Santa Clara, CA",US,1,0,0,0,37.3541,-121.9552,2020-02-02,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,12
"Seattle, WA",US,1,0,0,0,47.6062,-122.3321,2020-02-02,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,12
"Tempe, AZ",US,1,0,0,0,33.4255,-111.94,2020-02-02,0,0,0,1,0,327274411,0.00000244,0,0,0.00000031,12
Hubei,China,13522,414,386,0,30.9756,112.2707,2020-02-03,13521,386,414,14322,2.8906577293674065,1400812636,0.00140583,0.00004383,0.00003034,0.00102241,13
Guangdong,China,725,0,21,0,23.3417,113.4244,2020-02-03,-12797,-365,-414,746,0,1400812636,0.00140583,0.00004383,0.00003034,0.00005325,13
Zhejiang,China,724,0,43,0,29.1832,120.0934,2020-02-03,-1,22,0,767,0,1400812636,0.00140583,0.00004383,0.00003034,0.00005475,13
Henan,China,566,2,16,0,33.882,113.614,2020-02-03,-158,-27,2,584,0.3424657534246575,1400812636,0.00140583,0.00004383,0.00003034,0.00004169,13
Hunan,China,521,0,22,0,27.6104,111.7088,2020-02-03,-45,6,-2,543,0,1400812636,0.00140583,0.00004383,0.00003034,0.00003876,13
Anhui,China,408,0,14,0,31.8257,117.2264,2020-02-03,-113,-8,0,422,0,1400812636,0.00140583,0.00004383,0.00003034,0.00003013,13
Jiangxi,China,391,0,18,0,27.614,115.7221,2020-02-03,-17,4,0,409,0,1400812636,0.00140583,0.00004383,0.00003034,0.00002920,13
Chongqing,China,337,2,9,0,30.0572,107.874,2020-02-03,-54,-9,2,348,0.5747126436781609,1400812636,0.00140583,0.00004383,0.00003034,0.00002484,13
Jiangsu,China,271,0,8,0,32.9711,119.455,2020-02-03,-66,-1,-2,279,0,1400812636,0.00140583,0.00004383,0.00003034,0.00001992,13
Shandong,China,259,0,7,0,36.3427,118.1498,2020-02-03,-12,-1,0,266,0,1400812636,0.00140583,0.00004383,0.00003034,0.00001899,13
Sichuan,China,254,1,14,0,30.6171,102.7103,2020-02-03,-5,7,1,269,0.37174721189591076,1400812636,0.00140583,0.00004383,0.00003034,0.00001920,13
Beijing,China,212,1,12,0,40.1824,116.4142,2020-02-03,-42,-2,0,225,0.4444444444444444,1400812636,0.00140583,0.00004383,0.00003034,0.00001606,13
Shanghai,China,203,1,10,0,31.202,121.4491,2020-02-03,-9,-2,0,214,0.46728971962616817,1400812636,0.00140583,0.00004383,0.00003034,0.00001528,13
Fujian,China,179,0,1,0,26.0789,117.9874,2020-02-03,-24,-9,-1,180,0,1400812636,0.00140583,0.00004383,0.00003034,0.00001285,13
Shaanxi,China,128,0,0,0,35.1917,108.8701,2020-02-03,-51,-1,0,128,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000914,13
Guangxi,China,127,0,7,0,23.8298,108.7881,2020-02-03,-1,7,0,134,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000957,13
Heilongjiang,China,121,2,2,0,47.862,127.7615,2020-02-03,-6,-5,2,125,1.6,1400812636,0.00140583,0.00004383,0.00003034,0.00000892,13
Yunnan,China,117,0,5,0,24.974,101.487,2020-02-03,-4,3,-2,122,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000871,13
Hebei,China,113,1,3,0,38.0428,114.5149,2020-02-03,-4,-2,1,117,0.8547008547008548,1400812636,0.00140583,0.00004383,0.00003034,0.00000835,13
Liaoning,China,74,0,1,0,41.2956,122.6085,2020-02-03,-39,-2,-1,75,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000535,13
Shanxi,China,74,0,2,0,37.5777,112.2922,2020-02-03,0,1,0,76,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000543,13
Hainan,China,72,1,4,0,19.1959,109.7453,2020-02-03,-2,2,1,77,1.2987012987012987,1400812636,0.00140583,0.00004383,0.00003034,0.00000550,13
Tianjin,China,60,0,1,0,39.3054,117.323,2020-02-03,-12,-3,-1,61,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000435,13
Gansu,China,55,0,3,0,36.0611,103.8343,2020-02-03,-5,2,0,58,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000414,13
Guizhou,China,46,0,2,0,26.8154,106.8748,2020-02-03,-9,-1,0,48,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000343,13
Inner Mongolia,China,34,0,1,0,44.0935,113.9448,2020-02-03,-12,-1,0,35,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000250,13
Jilin,China,31,0,1,0,43.6661,126.1923,2020-02-03,-3,0,0,32,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000228,13
Ningxia,China,31,0,1,0,37.2692,106.1655,2020-02-03,0,0,0,32,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000228,13
Xinjiang,China,24,0,0,0,41.1129,85.2401,2020-02-03,-7,-1,0,24,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000171,13
NA,Japan,20,0,1,0,36,138,2020-02-03,-4,1,0,21,0,126529100,0.00001581,0.00000079,0,0.0000166,13
NA,Thailand,19,0,5,0,15,101,2020-02-03,-1,4,0,24,0,69428524,0.00002737,0.0000072,0,0.00003457,13
NA,Singapore,18,0,0,0,1.2833,103.8333,2020-02-03,-1,-5,0,18,0,5638676,0.00031922,0,0,0.00031922,12
NA,Korea,15,0,0,0,36,128,2020-02-03,0,0,0,15,0,77185075,0.00001943,0,0,0.00001943,13
Qinghai,China,13,0,0,0,35.7452,95.9956,2020-02-03,-2,0,0,13,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000093,13
NA,Germany,12,0,0,0,51,9,2020-02-03,-1,0,0,12,0,82927922,0.00001447,0,0,0.00001447,7
NA,Malaysia,8,0,0,0,2.5,112.5,2020-02-03,0,0,0,8,0,31528585,0.00002537,0,0,0.00002537,11
NA,Vietnam,8,0,1,0,16,108,2020-02-03,0,1,0,9,0,95540395,0.00000837,0.00000105,0,0.00000942,12
NA,France,6,0,0,0,47,2,2020-02-03,-2,-1,0,6,0,66987244,0.00000896,0,0,0.00000896,11
NA,United Arab Emirates,5,0,0,0,24,54,2020-02-03,-1,0,0,5,0,9630959,0.00005192,0,0,0.00005192,6
New South Wales,Australia,4,0,2,0,-33.8688,151.2093,2020-02-03,-1,2,0,6,0,24992369,0.00004801,0.000008,0,0.00002401,11
Victoria,Australia,4,0,0,0,-37.8136,144.9631,2020-02-03,0,-2,0,4,0,24992369,0.00004801,0.000008,0,0.00001600,11
Ontario,Canada,3,0,0,0,51.2538,-85.3232,2020-02-03,-1,0,0,3,0,37058856,0.00001079,0,0,0.0000081,9
NA,India,3,0,0,0,21,78,2020-02-03,0,0,0,3,0,1352617328,0.00000022,0,0,0.00000022,5
Queensland,Australia,2,0,0,0,-28.0167,153.4,2020-02-03,-1,0,0,2,0,24992369,0.00004801,0.000008,0,0.00000800,11
South Australia,Australia,2,0,0,0,-34.9285,138.6007,2020-02-03,0,0,0,2,0,24992369,0.00004801,0.000008,0,0.00000800,11
NA,Italy,2,0,0,0,43,12,2020-02-03,0,0,0,2,0,60431283,0.00000331,0,0,0.00000331,4
NA,Philippines,2,1,0,0,13,122,2020-02-03,0,0,1,3,33.33333333333333,106651922,0.00000188,0,0.00000094,0.00000281,6
NA,United Kingdom,2,0,0,0,55,-3,2020-02-03,0,0,0,2,0,66488991,0.00000301,0,0,0.00000301,4
"Chicago, IL",US,2,0,0,0,41.8781,-87.6298,2020-02-03,0,0,0,2,0,327274411,0.00000336,0,0,0.00000061,13
"San Benito, CA",US,2,0,0,0,36.5761,-120.9876,2020-02-03,0,0,0,2,0,327274411,0.00000336,0,0,0.00000061,13
"Santa Clara, CA",US,2,0,0,0,37.3541,-121.9552,2020-02-03,0,0,0,2,0,327274411,0.00000336,0,0,0.00000061,13
NA,Cambodia,1,0,0,0,11.55,104.9167,2020-02-03,-1,0,0,1,0,16249798,0.00000615,0,0,0.00000615,8
British Columbia,Canada,1,0,0,0,49.2827,-123.1207,2020-02-03,0,0,0,1,0,37058856,0.00001079,0,0,0.0000027,9
NA,Finland,1,0,0,0,64,26,2020-02-03,0,0,0,1,0,5518050,0.00001812,0,0,0.00001812,6
Tibet,China,1,0,0,0,31.6927,88.0924,2020-02-03,0,0,0,1,0,1400812636,0.00140583,0.00004383,0.00003034,0.00000007,13
NA,Nepal,1,0,0,0,28.1667,84.25,2020-02-03,0,0,0,1,0,28087871,0.00000356,0,0,0.00000356,10
NA,Spain,1,0,0,0,40,-4,2020-02-03,0,0,0,1,0,46723749,0.00000214,0,0,0.00000214,3
NA,Sri Lanka,1,0,0,0,7,81,2020-02-03,0,0,0,1,0,21670000,0.00000461,0,0,0.00000461,8
NA,Sweden,1,0,0,0,63,16,2020-02-03,0,0,0,1,0,10183175,0.00000982,0,0,0.00000982,4
"Boston, MA",US,1,0,0,0,42.3601,-71.0589,2020-02-03,0,0,0,1,0,327274411,0.00000336,0,0,0.00000031,13
"Los Angeles, CA",US,1,0,0,0,34.0522,-118.2437,2020-02-03,0,0,0,1,0,327274411,0.00000336,0,0,0.00000031,13
"Orange, CA",US,1,0,0,0,33.7879,-117.8531,2020-02-03,0,0,0,1,0,327274411,0.00000336,0,0,0.00000031,13
"Seattle, WA",US,1,0,0,0,47.6062,-122.3321,2020-02-03,0,0,0,1,0,327274411,0.00000336,0,0,0.00000031,13
"Tempe, AZ",US,1,0,0,0,33.4255,-111.94,2020-02-03,0,0,0,1,0,327274411,0.00000336,0,0,0.00000031,13
Hubei,China,16678,479,522,0,30.9756,112.2707,2020-02-04,16677,522,479,17679,2.7094292663612194,1400812636,0.00169045,0.00006018,0.00003498,0.00126205,14
Zhejiang,China,829,0,62,0,29.1832,120.0934,2020-02-04,-15849,-460,-479,891,0,1400812636,0.00169045,0.00006018,0.00003498,0.00006361,14
Guangdong,China,813,0,30,0,23.3417,113.4244,2020-02-04,-16,-32,0,843,0,1400812636,0.00169045,0.00006018,0.00003498,0.00006018,14
Henan,China,675,2,27,0,33.882,113.614,2020-02-04,-138,-3,2,704,0.2840909090909091,1400812636,0.00169045,0.00006018,0.00003498,0.00005026,14
Hunan,China,593,0,31,0,27.6104,111.7088,2020-02-04,-82,4,-2,624,0,1400812636,0.00169045,0.00006018,0.00003498,0.00004455,14
Anhui,China,480,0,20,0,31.8257,117.2264,2020-02-04,-113,-11,0,500,0,1400812636,0.00169045,0.00006018,0.00003498,0.00003569,14
Jiangxi,China,476,0,20,0,27.614,115.7221,2020-02-04,-4,0,0,496,0,1400812636,0.00169045,0.00006018,0.00003498,0.00003541,14
Chongqing,China,366,2,9,0,30.0572,107.874,2020-02-04,-110,-11,2,377,0.5305039787798408,1400812636,0.00169045,0.00006018,0.00003498,0.00002691,14
Jiangsu,China,308,0,12,0,32.9711,119.455,2020-02-04,-58,3,-2,320,0,1400812636,0.00169045,0.00006018,0.00003498,0.00002284,14
Sichuan,China,282,1,14,0,30.6171,102.7103,2020-02-04,-26,2,1,297,0.33670033670033667,1400812636,0.00169045,0.00006018,0.00003498,0.00002120,14
Shandong,China,275,0,11,0,36.3427,118.1498,2020-02-04,-7,-3,-1,286,0,1400812636,0.00169045,0.00006018,0.00003498,0.00002042,14
Beijing,China,228,1,23,0,40.1824,116.4142,2020-02-04,-47,12,1,252,0.3968253968253968,1400812636,0.00169045,0.00006018,0.00003498,0.00001799,14
Shanghai,China,219,1,12,0,31.202,121.4491,2020-02-04,-9,-11,0,232,0.43103448275862066,1400812636,0.00169045,0.00006018,0.00003498,0.00001656,14
Fujian,China,194,0,3,0,26.0789,117.9874,2020-02-04,-25,-9,-1,197,0,1400812636,0.00169045,0.00006018,0.00003498,0.00001406,14
Heilongjiang,China,155,2,4,0,47.862,127.7615,2020-02-04,-39,1,2,161,1.2422360248447204,1400812636,0.00169045,0.00006018,0.00003498,0.00001149,14
Shaanxi,China,142,0,2,0,35.1917,108.8701,2020-02-04,-13,-2,-2,144,0,1400812636,0.00169045,0.00006018,0.00003498,0.00001028,14
Guangxi,China,139,0,10,0,23.8298,108.7881,2020-02-04,-3,8,0,149,0,1400812636,0.00169045,0.00006018,0.00003498,0.00001064,14
Hebei,China,126,1,4,0,38.0428,114.5149,2020-02-04,-13,-6,1,131,0.7633587786259541,1400812636,0.00169045,0.00006018,0.00003498,0.00000935,14
Yunnan,China,122,0,5,0,24.974,101.487,2020-02-04,-4,1,-1,127,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000907,14
Liaoning,China,81,0,2,0,41.2956,122.6085,2020-02-04,-41,-3,0,83,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000593,14
Shanxi,China,81,0,4,0,37.5777,112.2922,2020-02-04,0,2,0,85,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000607,14
Hainan,China,80,1,5,0,19.1959,109.7453,2020-02-04,-1,1,1,86,1.1627906976744187,1400812636,0.00169045,0.00006018,0.00003498,0.00000614,14
Tianjin,China,67,0,2,0,39.3054,117.323,2020-02-04,-13,-3,-1,69,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000493,14
Guizhou,China,58,0,2,0,26.8154,106.8748,2020-02-04,-9,0,0,60,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000428,14
Gansu,China,57,0,4,0,36.0611,103.8343,2020-02-04,-1,2,0,61,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000435,14
Jilin,China,42,0,1,0,43.6661,126.1923,2020-02-04,-15,-3,0,43,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000307,14
Inner Mongolia,China,35,0,1,0,44.0935,113.9448,2020-02-04,-7,0,0,36,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000257,14
Ningxia,China,34,0,1,0,37.2692,106.1655,2020-02-04,-1,0,0,35,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000250,14
Xinjiang,China,29,0,0,0,41.1129,85.2401,2020-02-04,-5,-1,0,29,0,1400812636,0.00169045,0.00006018,0.00003498,0.00000207,14
NA,Thailand,25,0,5,0,15,101,2020-02-04,-4,5,0,30,0,69428524,0.00003601,0.0000072,0,0.00004321,14
